"city","County","Year","Latitude","Longitude","HTD","CAN","STK","CLD","PNF"
"Acton","Los Angeles",2000,34.4835,-118.1959,627.62,376.57,125.52,209.21,0.00
"Acton","Los Angeles",2001,34.4835,-118.1959,376.57,585.77,41.84,41.84,83.68
"Acton","Los Angeles",2002,34.4835,-118.1959,334.73,460.25,0.00,41.84,83.68
"Acton","Los Angeles",2003,34.4835,-118.1959,334.73,334.73,292.89,41.84,125.52
"Acton","Los Angeles",2004,34.4835,-118.1959,543.93,376.57,125.52,167.36,83.68
"Acton","Los Angeles",2005,34.4835,-118.1959,831.49,498.89,55.43,166.30,55.43
"Acton","Los Angeles",2006,34.4835,-118.1959,609.76,498.89,110.86,166.30,0.00
"Acton","Los Angeles",2007,34.4835,-118.1959,554.32,720.62,110.86,332.59,110.86
"Acton","Los Angeles",2008,34.4835,-118.1959,720.62,831.49,110.86,166.30,0.00
"Acton","Los Angeles",2009,34.4835,-118.1959,443.46,388.03,55.43,166.30,0.00
"Acton","Los Angeles",2010,34.4835,-118.1959,263.30,118.48,78.99,78.99,0.00
"Acton","Los Angeles",2011,34.4835,-118.1959,224.15,210.14,42.03,14.01,28.02
"Acton","Los Angeles",2012,34.4835,-118.1959,252.92,168.61,84.31,42.15,56.20
"Acton","Los Angeles",2013,34.4835,-118.1959,227.86,156.65,28.48,71.20,42.72
"Acton","Los Angeles",2014,34.4835,-118.1959,330.65,215.64,86.26,57.50,14.38
"Acton","Los Angeles",2015,34.4835,-118.1959,141.68,226.69,42.50,70.84,28.34
"Adelanto","San Bernardino",2000,34.5841,-117.4242,143.41,132.38,27.58,27.58,11.03
"Adelanto","San Bernardino",2001,34.5841,-117.4242,165.47,82.74,33.09,33.09,11.03
"Adelanto","San Bernardino",2002,34.5841,-117.4242,154.44,115.83,16.55,27.58,11.03
"Adelanto","San Bernardino",2003,34.5841,-117.4242,148.92,71.70,44.13,44.13,22.06
"Adelanto","San Bernardino",2004,34.5841,-117.4242,193.05,110.31,22.06,49.64,5.52
"Adelanto","San Bernardino",2005,34.5841,-117.4242,129.72,100.07,14.83,29.65,14.83
"Adelanto","San Bernardino",2006,34.5841,-117.4242,122.31,81.54,29.65,29.65,3.71
"Adelanto","San Bernardino",2007,34.5841,-117.4242,103.78,92.66,18.53,33.36,7.41
"Adelanto","San Bernardino",2008,34.5841,-117.4242,107.48,74.13,14.83,48.18,14.83
"Adelanto","San Bernardino",2009,34.5841,-117.4242,133.43,70.42,25.94,37.06,3.71
"Adelanto","San Bernardino",2010,34.5841,-117.4242,107.04,91.30,22.04,22.04,0.00
"Adelanto","San Bernardino",2011,34.5841,-117.4242,149.98,110.86,32.61,42.39,22.82
"Adelanto","San Bernardino",2012,34.5841,-117.4242,112.76,80.54,9.66,19.33,25.77
"Adelanto","San Bernardino",2013,34.5841,-117.4242,133.86,121.11,28.68,31.87,3.19
"Adelanto","San Bernardino",2014,34.5841,-117.4242,84.98,94.42,28.33,22.03,12.59
"Adelanto","San Bernardino",2015,34.5841,-117.4242,131.01,112.29,18.72,65.50,21.83
"Agoura Hills","Los Angeles",2000,34.1227,-118.7573,146.08,155.82,24.35,9.74,4.87
"Agoura Hills","Los Angeles",2001,34.1227,-118.7573,131.47,136.34,24.35,19.48,29.22
"Agoura Hills","Los Angeles",2002,34.1227,-118.7573,223.99,111.99,29.22,19.48,9.74
"Agoura Hills","Los Angeles",2003,34.1227,-118.7573,199.64,150.95,34.08,43.82,34.08
"Agoura Hills","Los Angeles",2004,34.1227,-118.7573,199.64,165.55,38.95,14.61,19.48
"Agoura Hills","Los Angeles",2005,34.1227,-118.7573,139.60,180.12,9.01,40.53,18.01
"Agoura Hills","Los Angeles",2006,34.1227,-118.7573,175.62,189.13,27.02,27.02,22.52
"Agoura Hills","Los Angeles",2007,34.1227,-118.7573,198.14,175.62,27.02,13.51,9.01
"Agoura Hills","Los Angeles",2008,34.1227,-118.7573,180.12,153.10,45.03,18.01,0.00
"Agoura Hills","Los Angeles",2009,34.1227,-118.7573,130.59,117.08,36.02,36.02,18.01
"Agoura Hills","Los Angeles",2010,34.1227,-118.7573,191.83,142.65,44.27,44.27,14.76
"Agoura Hills","Los Angeles",2011,34.1227,-118.7573,181.79,137.57,29.48,39.31,24.57
"Agoura Hills","Los Angeles",2012,34.1227,-118.7573,151.73,205.57,24.47,39.16,9.79
"Agoura Hills","Los Angeles",2013,34.1227,-118.7573,161.07,146.43,24.40,29.29,0.00
"Agoura Hills","Los Angeles",2014,34.1227,-118.7573,198.74,155.11,19.39,53.32,24.24
"Agoura Hills","Los Angeles",2015,34.1227,-118.7573,178.77,173.94,24.16,43.48,9.66
"Alameda","Alameda",2000,37.7351,-122.2431,260.18,182.68,96.87,27.68,26.29
"Alameda","Alameda",2000,37.7706,-122.2648,260.18,182.68,96.87,27.68,26.29
"Alameda","Alameda",2001,37.7351,-122.2431,249.10,182.68,78.88,63.66,29.06
"Alameda","Alameda",2001,37.7706,-122.2648,249.10,182.68,78.88,63.66,29.06
"Alameda","Alameda",2002,37.7351,-122.2431,279.55,213.12,62.28,42.90,41.52
"Alameda","Alameda",2002,37.7706,-122.2648,279.55,213.12,62.28,42.90,41.52
"Alameda","Alameda",2003,37.7351,-122.2431,280.93,184.06,48.44,47.05,22.14
"Alameda","Alameda",2003,37.7706,-122.2648,280.93,184.06,48.44,47.05,22.14
"Alameda","Alameda",2004,37.7351,-122.2431,224.19,177.14,60.89,23.53,29.06
"Alameda","Alameda",2004,37.7706,-122.2648,224.19,177.14,60.89,23.53,29.06
"Alameda","Alameda",2005,37.7351,-122.2431,204.05,235.45,67.07,49.94,32.82
"Alameda","Alameda",2005,37.7706,-122.2648,204.05,235.45,67.07,49.94,32.82
"Alameda","Alameda",2006,37.7351,-122.2431,242.58,192.64,47.09,31.39,21.40
"Alameda","Alameda",2006,37.7706,-122.2648,242.58,192.64,47.09,31.39,21.40
"Alameda","Alameda",2007,37.7351,-122.2431,228.31,195.49,57.08,24.26,28.54
"Alameda","Alameda",2007,37.7706,-122.2648,228.31,195.49,57.08,24.26,28.54
"Alameda","Alameda",2008,37.7351,-122.2431,231.16,172.66,51.37,41.38,27.11
"Alameda","Alameda",2008,37.7706,-122.2648,231.16,172.66,51.37,41.38,27.11
"Alameda","Alameda",2009,37.7351,-122.2431,185.50,161.24,64.21,38.53,19.98
"Alameda","Alameda",2009,37.7706,-122.2648,185.50,161.24,64.21,38.53,19.98
"Alameda","Alameda",2010,37.7351,-122.2431,172.06,172.06,42.00,33.87,13.55
"Alameda","Alameda",2010,37.7706,-122.2648,172.06,172.06,42.00,33.87,13.55
"Alameda","Alameda",2011,37.7351,-122.2431,170.67,178.87,47.79,30.04,24.58
"Alameda","Alameda",2011,37.7706,-122.2648,170.67,178.87,47.79,30.04,24.58
"Alameda","Alameda",2012,37.7351,-122.2431,133.74,154.01,56.74,37.83,20.26
"Alameda","Alameda",2012,37.7706,-122.2648,133.74,154.01,56.74,37.83,20.26
"Alameda","Alameda",2013,37.7351,-122.2431,159.05,169.75,32.08,46.78,22.72
"Alameda","Alameda",2013,37.7706,-122.2648,159.05,169.75,32.08,46.78,22.72
"Alameda","Alameda",2014,37.7351,-122.2431,171.59,180.83,40.92,36.96,21.12
"Alameda","Alameda",2014,37.7706,-122.2648,171.59,180.83,40.92,36.96,21.12
"Alameda","Alameda",2015,37.7351,-122.2431,164.21,148.57,44.31,43.01,16.94
"Alameda","Alameda",2015,37.7706,-122.2648,164.21,148.57,44.31,43.01,16.94
"Alamo","Contra Costa",2000,37.8537,-122.0229,108.79,198.39,51.20,25.60,6.40
"Alamo","Contra Costa",2001,37.8537,-122.0229,134.39,102.39,64.00,12.80,0.00
"Alamo","Contra Costa",2002,37.8537,-122.0229,147.19,115.19,51.20,6.40,6.40
"Alamo","Contra Costa",2003,37.8537,-122.0229,147.19,179.19,38.40,25.60,6.40
"Alamo","Contra Costa",2004,37.8537,-122.0229,147.19,172.79,44.80,25.60,19.20
"Alamo","Contra Costa",2005,37.8537,-122.0229,111.16,127.83,44.46,22.23,16.67
"Alamo","Contra Costa",2006,37.8537,-122.0229,116.72,122.28,61.14,27.79,16.67
"Alamo","Contra Costa",2007,37.8537,-122.0229,77.81,150.07,16.67,38.91,16.67
"Alamo","Contra Costa",2008,37.8537,-122.0229,77.81,150.07,38.91,33.35,11.12
"Alamo","Contra Costa",2009,37.8537,-122.0229,111.16,88.93,77.81,38.91,0.00
"Alamo","Contra Costa",2010,37.8537,-122.0229,116.68,267.67,61.77,34.32,6.86
"Alamo","Contra Costa",2011,37.8537,-122.0229,70.83,193.16,57.95,32.19,38.63
"Alamo","Contra Costa",2012,37.8537,-122.0229,70.95,180.60,19.35,32.25,32.25
"Alamo","Contra Costa",2013,37.8537,-122.0229,121.24,172.28,38.28,6.38,6.38
"Alamo","Contra Costa",2014,37.8537,-122.0229,83.13,198.22,38.37,38.37,0.00
"Alamo","Contra Costa",2015,37.8537,-122.0229,98.15,128.83,24.54,18.40,6.13
"Albany","Alameda",2000,37.89,-122.2954,182.44,206.76,42.57,12.16,6.08
"Albany","Alameda",2001,37.89,-122.2954,212.84,194.60,60.81,24.32,42.57
"Albany","Alameda",2002,37.89,-122.2954,133.79,164.19,36.49,18.24,12.16
"Albany","Alameda",2003,37.89,-122.2954,200.68,188.52,66.89,18.24,18.24
"Albany","Alameda",2004,37.89,-122.2954,231.09,194.60,48.65,60.81,18.24
"Albany","Alameda",2005,37.89,-122.2954,131.94,94.24,62.83,6.28,25.13
"Albany","Alameda",2006,37.89,-122.2954,138.23,94.24,50.26,31.41,12.57
"Albany","Alameda",2007,37.89,-122.2954,219.90,113.09,87.96,25.13,12.57
"Albany","Alameda",2008,37.89,-122.2954,106.81,188.49,25.13,6.28,18.85
"Albany","Alameda",2009,37.89,-122.2954,106.81,201.06,37.70,37.70,0.00
"Albany","Alameda",2010,37.89,-122.2954,91.70,91.70,16.18,16.18,10.79
"Albany","Alameda",2011,37.89,-122.2954,120.77,93.32,49.40,16.47,27.45
"Albany","Alameda",2012,37.89,-122.2954,102.74,118.96,27.04,16.22,16.22
"Albany","Alameda",2013,37.89,-122.2954,63.94,122.54,21.31,15.98,0.00
"Albany","Alameda",2014,37.89,-122.2954,120.93,115.67,42.06,21.03,21.03
"Albany","Alameda",2015,37.89,-122.2954,93.51,103.90,20.78,15.59,0.00
"Alhambra","Los Angeles",2000,34.0745,-118.1434,269.22,160.83,44.29,38.46,43.12
"Alhambra","Los Angeles",2000,34.0914,-118.1293,269.22,160.83,44.29,38.46,43.12
"Alhambra","Los Angeles",2001,34.0745,-118.1434,248.24,151.51,72.26,41.96,58.27
"Alhambra","Los Angeles",2001,34.0914,-118.1293,248.24,151.51,72.26,41.96,58.27
"Alhambra","Los Angeles",2001,34.0953,-118.127,248.24,151.51,72.26,41.96,58.27
"Alhambra","Los Angeles",2002,34.0745,-118.1434,233.09,155.00,66.43,27.97,30.30
"Alhambra","Los Angeles",2002,34.0914,-118.1293,233.09,155.00,66.43,27.97,30.30
"Alhambra","Los Angeles",2003,34.0745,-118.1434,234.25,150.34,67.60,27.97,50.11
"Alhambra","Los Angeles",2003,34.0914,-118.1293,234.25,150.34,67.60,27.97,50.11
"Alhambra","Los Angeles",2004,34.0745,-118.1434,233.09,135.19,65.27,44.29,45.45
"Alhambra","Los Angeles",2004,34.0914,-118.1293,233.09,135.19,65.27,44.29,45.45
"Alhambra","Los Angeles",2005,34.0745,-118.1434,221.28,128.30,48.26,34.13,47.08
"Alhambra","Los Angeles",2005,34.0914,-118.1293,221.28,128.30,48.26,34.13,47.08
"Alhambra","Los Angeles",2006,34.0745,-118.1434,247.18,160.08,47.08,32.96,34.13
"Alhambra","Los Angeles",2006,34.0914,-118.1293,247.18,160.08,47.08,32.96,34.13
"Alhambra","Los Angeles",2007,34.0745,-118.1434,225.99,136.54,36.49,31.78,37.67
"Alhambra","Los Angeles",2007,34.0914,-118.1293,225.99,136.54,36.49,31.78,37.67
"Alhambra","Los Angeles",2007,34.0953,-118.127,225.99,136.54,36.49,31.78,37.67
"Alhambra","Los Angeles",2008,34.0745,-118.1434,230.70,178.91,51.79,31.78,31.78
"Alhambra","Los Angeles",2008,34.0914,-118.1293,230.70,178.91,51.79,31.78,31.78
"Alhambra","Los Angeles",2009,34.0745,-118.1434,207.16,164.79,47.08,37.67,32.96
"Alhambra","Los Angeles",2009,34.0914,-118.1293,207.16,164.79,47.08,37.67,32.96
"Alhambra","Los Angeles",2010,34.0745,-118.1434,184.14,166.09,39.72,26.48,36.11
"Alhambra","Los Angeles",2010,34.0914,-118.1293,184.14,166.09,39.72,26.48,36.11
"Alhambra","Los Angeles",2011,34.0745,-118.1434,188.47,154.86,50.42,37.21,7.20
"Alhambra","Los Angeles",2011,34.0914,-118.1293,188.47,154.86,50.42,37.21,7.20
"Alhambra","Los Angeles",2012,34.0745,-118.1434,182.01,165.24,44.30,39.51,11.97
"Alhambra","Los Angeles",2012,34.0914,-118.1293,182.01,165.24,44.30,39.51,11.97
"Alhambra","Los Angeles",2013,34.0745,-118.1434,183.77,168.26,40.57,41.77,31.03
"Alhambra","Los Angeles",2013,34.0914,-118.1293,183.77,168.26,40.57,41.77,31.03
"Alhambra","Los Angeles",2013,34.0953,-118.127,183.77,168.26,40.57,41.77,31.03
"Alhambra","Los Angeles",2014,34.0745,-118.1434,183.65,162.32,37.91,31.99,30.81
"Alhambra","Los Angeles",2014,34.0914,-118.1293,183.65,162.32,37.91,31.99,30.81
"Alhambra","Los Angeles",2014,34.0953,-118.127,183.65,162.32,37.91,31.99,30.81
"Alhambra","Los Angeles",2015,34.0745,-118.1434,156.87,155.69,66.05,28.31,40.10
"Alhambra","Los Angeles",2015,34.0914,-118.1293,156.87,155.69,66.05,28.31,40.10
"Aliso Viejo","Orange",2000,33.5701,-117.7086,62.24,82.16,9.96,4.98,4.98
"Aliso Viejo","Orange",2001,33.5701,-117.7086,54.77,52.28,4.98,0.00,14.94
"Aliso Viejo","Orange",2002,33.5701,-117.7086,57.26,54.77,9.96,9.96,7.47
"Aliso Viejo","Orange",2003,33.5701,-117.7086,82.16,77.18,9.96,4.98,9.96
"Aliso Viejo","Orange",2004,33.5701,-117.7086,67.22,62.24,12.45,7.47,7.47
"Aliso Viejo","Orange",2005,33.5701,-117.7086,65.73,73.03,17.04,9.74,2.43
"Aliso Viejo","Orange",2006,33.5701,-117.7086,65.73,87.64,9.74,17.04,2.43
"Aliso Viejo","Orange",2007,33.5701,-117.7086,68.16,107.12,14.61,14.61,9.74
"Aliso Viejo","Orange",2008,33.5701,-117.7086,73.03,68.16,9.74,14.61,12.17
"Aliso Viejo","Orange",2009,33.5701,-117.7086,63.30,82.77,21.91,9.74,9.74
"Aliso Viejo","Orange",2010,33.5701,-117.7086,54.37,75.28,14.64,6.27,2.09
"Aliso Viejo","Orange",2011,33.5701,-117.7086,70.16,74.41,12.76,4.25,10.63
"Aliso Viejo","Orange",2012,33.5701,-117.7086,70.97,100.19,14.61,10.44,12.52
"Aliso Viejo","Orange",2013,33.5701,-117.7086,57.37,84.01,12.29,8.20,10.24
"Aliso Viejo","Orange",2014,33.5701,-117.7086,64.73,74.84,16.18,14.16,18.20
"Aliso Viejo","Orange",2015,33.5701,-117.7086,62.21,90.31,18.06,20.07,6.02
"Alpaugh","Tulare",2000,35.8877,-119.4873,394.22,0.00,0.00,131.41,262.81
"Alpaugh","Tulare",2001,35.8877,-119.4873,657.03,0.00,262.81,0.00,131.41
"Alpaugh","Tulare",2003,35.8877,-119.4873,394.22,657.03,0.00,131.41,131.41
"Alpaugh","Tulare",2005,35.8877,-119.4873,315.46,210.30,105.15,0.00,0.00
"Alpaugh","Tulare",2007,35.8877,-119.4873,315.46,315.46,0.00,0.00,0.00
"Alpaugh","Tulare",2008,35.8877,-119.4873,105.15,0.00,0.00,0.00,0.00
"Alpaugh","Tulare",2009,35.8877,-119.4873,210.30,0.00,0.00,0.00,0.00
"Alpaugh","Tulare",2010,35.8877,-119.4873,97.47,292.40,0.00,194.93,0.00
"Alpaugh","Tulare",2011,35.8877,-119.4873,118.06,118.06,118.06,118.06,0.00
"Alpaugh","Tulare",2012,35.8877,-119.4873,504.41,252.21,0.00,0.00,252.21
"Alpaugh","Tulare",2013,35.8877,-119.4873,344.04,114.68,0.00,344.04,0.00
"Alpaugh","Tulare",2014,35.8877,-119.4873,206.40,103.20,0.00,0.00,0.00
"Alpaugh","Tulare",2015,35.8877,-119.4873,0.00,90.66,0.00,0.00,0.00
"Alpine","San Diego",2000,32.8282,-116.7543,136.96,144.56,60.87,38.04,15.22
"Alpine","San Diego",2001,32.8282,-116.7543,251.08,213.04,91.30,91.30,7.61
"Alpine","San Diego",2002,32.8282,-116.7543,251.08,251.08,91.30,60.87,22.83
"Alpine","San Diego",2003,32.8282,-116.7543,167.39,213.04,68.48,83.69,7.61
"Alpine","San Diego",2004,32.8282,-116.7543,228.26,220.65,83.69,60.87,7.61
"Alpine","San Diego",2005,32.8282,-116.7543,95.03,261.34,39.60,102.95,15.84
"Alpine","San Diego",2006,32.8282,-116.7543,174.23,229.67,47.52,39.60,31.68
"Alpine","San Diego",2007,32.8282,-116.7543,142.55,308.86,55.44,71.28,7.92
"Alpine","San Diego",2008,32.8282,-116.7543,308.86,261.34,15.84,118.79,15.84
"Alpine","San Diego",2009,32.8282,-116.7543,205.91,229.67,63.36,47.52,15.84
"Alpine","San Diego",2010,32.8282,-116.7543,147.51,217.76,49.17,49.17,7.02
"Alpine","San Diego",2011,32.8282,-116.7543,210.02,150.02,52.51,37.50,60.01
"Alpine","San Diego",2012,32.8282,-116.7543,229.44,214.64,44.41,51.81,29.61
"Alpine","San Diego",2013,32.8282,-116.7543,240.58,247.87,21.87,87.48,7.29
"Alpine","San Diego",2013,32.8351,-116.7664,240.58,247.87,21.87,87.48,7.29
"Alpine","San Diego",2014,32.8282,-116.7543,171.47,198.90,41.15,61.73,6.86
"Alpine","San Diego",2014,32.8351,-116.7664,171.47,198.90,41.15,61.73,6.86
"Alpine","San Diego",2015,32.8282,-116.7543,236.01,215.78,26.97,26.97,20.23
"Alpine","San Diego",2015,32.8351,-116.7664,236.01,215.78,26.97,26.97,20.23
"Altadena","Los Angeles",2000,34.1912,-118.1392,255.81,145.51,61.02,23.47,18.77
"Altadena","Los Angeles",2001,34.1912,-118.1392,286.32,222.95,46.94,23.47,28.16
"Altadena","Los Angeles",2002,34.1912,-118.1392,227.65,180.71,77.45,35.20,21.12
"Altadena","Los Angeles",2003,34.1912,-118.1392,225.30,145.51,68.06,23.47,30.51
"Altadena","Los Angeles",2004,34.1912,-118.1392,213.56,168.97,65.71,23.47,32.86
"Altadena","Los Angeles",2005,34.1912,-118.1392,214.80,143.20,49.22,31.32,22.37
"Altadena","Los Angeles",2006,34.1912,-118.1392,152.15,147.67,51.46,31.32,11.19
"Altadena","Los Angeles",2007,34.1912,-118.1392,208.09,167.81,38.04,13.42,29.09
"Altadena","Los Angeles",2008,34.1912,-118.1392,165.57,132.01,29.09,29.09,22.37
"Altadena","Los Angeles",2009,34.1912,-118.1392,147.67,145.44,31.32,24.61,15.66
"Altadena","Los Angeles",2010,34.1912,-118.1392,154.29,168.31,21.04,37.40,21.04
"Altadena","Los Angeles",2011,34.1912,-118.1392,188.86,122.21,26.66,26.66,15.55
"Altadena","Los Angeles",2012,34.1912,-118.1392,148.06,168.24,33.65,31.41,17.95
"Altadena","Los Angeles",2013,34.1897,-118.1312,179.94,124.40,33.32,19.99,13.33
"Altadena","Los Angeles",2013,34.1912,-118.1392,179.94,124.40,33.32,19.99,13.33
"Altadena","Los Angeles",2014,34.1897,-118.1312,118.78,134.46,33.62,33.62,13.45
"Altadena","Los Angeles",2014,34.1912,-118.1392,118.78,134.46,33.62,33.62,13.45
"Altadena","Los Angeles",2015,34.1897,-118.1312,154.64,125.50,26.89,24.65,24.65
"Altadena","Los Angeles",2015,34.1912,-118.1392,154.64,125.50,26.89,24.65,24.65
"Alturas","Modoc",2000,41.4767,-120.5456,484.09,484.09,138.31,138.31,34.58
"Alturas","Modoc",2001,41.4767,-120.5456,484.09,380.36,172.89,172.89,34.58
"Alturas","Modoc",2002,41.4767,-120.5456,587.83,345.78,34.58,172.89,69.16
"Alturas","Modoc",2003,41.4767,-120.5456,656.98,484.09,207.47,276.63,34.58
"Alturas","Modoc",2004,41.4767,-120.5456,414.94,345.78,207.47,207.47,34.58
"Alturas","Modoc",2005,41.4767,-120.5456,432.59,540.74,180.25,252.34,144.20
"Alturas","Modoc",2006,41.4767,-120.5456,504.69,612.83,72.10,144.20,108.15
"Alturas","Modoc",2007,41.4767,-120.5456,216.29,396.54,144.20,144.20,36.05
"Alturas","Modoc",2008,41.4767,-120.5456,360.49,396.54,72.10,108.15,108.15
"Alturas","Modoc",2009,41.4767,-120.5456,396.54,468.64,180.25,288.39,36.05
"Alturas","Modoc",2010,41.4767,-120.5456,601.34,530.60,247.61,141.49,0.00
"Alturas","Modoc",2011,41.4767,-120.5456,355.49,639.89,142.20,248.84,71.10
"Alturas","Modoc",2012,41.4767,-120.5456,501.43,358.17,214.90,179.08,250.72
"Alturas","Modoc",2013,41.4767,-120.5456,506.88,434.47,36.21,144.82,0.00
"Alturas","Modoc",2014,41.4767,-120.5456,442.15,479.00,110.54,368.46,36.85
"Alturas","Modoc",2015,41.4767,-120.5456,676.69,601.50,75.19,112.78,75.19
"Amador City","Amador",2002,38.4194,-120.823,1020.41,510.20,0.00,0.00,510.20
"Amador City","Amador",2003,38.4194,-120.823,510.20,1020.41,0.00,0.00,0.00
"Amador City","Amador",2006,38.4194,-120.823,1098.90,1098.90,0.00,0.00,549.45
"Amador City","Amador",2008,38.4194,-120.823,1648.35,0.00,0.00,0.00,0.00
"Amador City","Amador",2010,38.4194,-120.823,540.54,1621.62,0.00,0.00,0.00
"Amador City","Amador",2013,38.4194,-120.823,0.00,0.00,689.66,0.00,0.00
"Amador City","Amador",2014,38.4194,-120.823,609.76,0.00,0.00,0.00,0.00
"Amador City","Amador",2015,38.4194,-120.823,0.00,657.89,657.89,0.00,0.00
"American Canyon","Napa",2000,38.1668,-122.2553,92.08,122.77,30.69,0.00,30.69
"American Canyon","Napa",2001,38.1668,-122.2553,184.16,214.86,92.08,20.46,20.46
"American Canyon","Napa",2002,38.1668,-122.2553,163.70,184.16,51.16,92.08,30.69
"American Canyon","Napa",2003,38.1668,-122.2553,235.32,276.24,81.85,61.39,20.46
"American Canyon","Napa",2004,38.1668,-122.2553,214.86,286.47,71.62,71.62,10.23
"American Canyon","Napa",2005,38.1668,-122.2553,156.81,206.99,81.54,62.72,6.27
"American Canyon","Napa",2006,38.1668,-122.2553,81.54,200.72,69.00,18.82,25.09
"American Canyon","Napa",2007,38.1668,-122.2553,156.81,137.99,56.45,81.54,12.54
"American Canyon","Napa",2008,38.1668,-122.2553,106.63,206.99,25.09,25.09,12.54
"American Canyon","Napa",2009,38.1668,-122.2553,131.72,150.54,50.18,31.36,31.36
"American Canyon","Napa",2010,38.1668,-122.2553,154.21,143.93,15.42,20.56,20.56
"American Canyon","Napa",2011,38.1668,-122.2553,97.36,173.08,43.27,48.68,16.23
"American Canyon","Napa",2012,38.1668,-122.2553,156.85,135.93,41.83,31.37,31.37
"American Canyon","Napa",2013,38.1668,-122.2553,193.33,142.45,40.70,20.35,5.09
"American Canyon","Napa",2014,38.1668,-122.2553,94.58,184.18,19.91,19.91,14.93
"American Canyon","Napa",2015,38.1668,-122.2553,128.26,157.86,24.67,49.33,4.93
"Anaheim","Orange",2000,33.8085,-117.9228,189.93,135.36,46.34,28.96,23.47
"Anaheim","Orange",2000,33.8186,-117.9729,189.93,135.36,46.34,28.96,23.47
"Anaheim","Orange",2000,33.8356,-117.8681,189.93,135.36,46.34,28.96,23.47
"Anaheim","Orange",2000,33.8359,-117.9086,189.93,135.36,46.34,28.96,23.47
"Anaheim","Orange",2000,33.8428,-117.9546,189.93,135.36,46.34,28.96,23.47
"Anaheim","Orange",2000,33.8544,-117.7858,189.93,135.36,46.34,28.96,23.47
"Anaheim","Orange",2000,33.8579,-117.7513,189.93,135.36,46.34,28.96,23.47
"Anaheim","Orange",2001,33.8085,-117.9228,178.04,123.17,44.51,32.01,31.10
"Anaheim","Orange",2001,33.8186,-117.9729,178.04,123.17,44.51,32.01,31.10
"Anaheim","Orange",2001,33.8356,-117.8681,178.04,123.17,44.51,32.01,31.10
"Anaheim","Orange",2001,33.8359,-117.9086,178.04,123.17,44.51,32.01,31.10
"Anaheim","Orange",2001,33.8428,-117.9546,178.04,123.17,44.51,32.01,31.10
"Anaheim","Orange",2001,33.8544,-117.7858,178.04,123.17,44.51,32.01,31.10
"Anaheim","Orange",2001,33.8579,-117.7513,178.04,123.17,44.51,32.01,31.10
"Anaheim","Orange",2002,33.8085,-117.9228,159.44,132.92,47.86,30.18,23.17
"Anaheim","Orange",2002,33.8186,-117.9729,159.44,132.92,47.86,30.18,23.17
"Anaheim","Orange",2002,33.8356,-117.8681,159.44,132.92,47.86,30.18,23.17
"Anaheim","Orange",2002,33.8359,-117.9086,159.44,132.92,47.86,30.18,23.17
"Anaheim","Orange",2002,33.8397,-117.9388,159.44,132.92,47.86,30.18,23.17
"Anaheim","Orange",2002,33.8428,-117.9546,159.44,132.92,47.86,30.18,23.17
"Anaheim","Orange",2002,33.8544,-117.7858,159.44,132.92,47.86,30.18,23.17
"Anaheim","Orange",2002,33.8579,-117.7513,159.44,132.92,47.86,30.18,23.17
"Anaheim","Orange",2003,33.8085,-117.9228,185.97,133.84,52.74,32.62,22.86
"Anaheim","Orange",2003,33.8186,-117.9729,185.97,133.84,52.74,32.62,22.86
"Anaheim","Orange",2003,33.8356,-117.8681,185.97,133.84,52.74,32.62,22.86
"Anaheim","Orange",2003,33.8359,-117.9086,185.97,133.84,52.74,32.62,22.86
"Anaheim","Orange",2003,33.8428,-117.9546,185.97,133.84,52.74,32.62,22.86
"Anaheim","Orange",2003,33.8544,-117.7858,185.97,133.84,52.74,32.62,22.86
"Anaheim","Orange",2003,33.8579,-117.7513,185.97,133.84,52.74,32.62,22.86
"Anaheim","Orange",2004,33.8085,-117.9228,167.07,113.10,38.11,28.66,24.39
"Anaheim","Orange",2004,33.8186,-117.9729,167.07,113.10,38.11,28.66,24.39
"Anaheim","Orange",2004,33.8356,-117.8681,167.07,113.10,38.11,28.66,24.39
"Anaheim","Orange",2004,33.8359,-117.9086,167.07,113.10,38.11,28.66,24.39
"Anaheim","Orange",2004,33.8428,-117.9546,167.07,113.10,38.11,28.66,24.39
"Anaheim","Orange",2004,33.8544,-117.7858,167.07,113.10,38.11,28.66,24.39
"Anaheim","Orange",2004,33.8579,-117.7513,167.07,113.10,38.11,28.66,24.39
"Anaheim","Orange",2005,33.8085,-117.9228,159.48,119.38,39.79,35.27,22.01
"Anaheim","Orange",2005,33.8186,-117.9729,159.48,119.38,39.79,35.27,22.01
"Anaheim","Orange",2005,33.8356,-117.8681,159.48,119.38,39.79,35.27,22.01
"Anaheim","Orange",2005,33.8359,-117.9086,159.48,119.38,39.79,35.27,22.01
"Anaheim","Orange",2005,33.8397,-117.9388,159.48,119.38,39.79,35.27,22.01
"Anaheim","Orange",2005,33.8428,-117.9546,159.48,119.38,39.79,35.27,22.01
"Anaheim","Orange",2005,33.8544,-117.7858,159.48,119.38,39.79,35.27,22.01
"Anaheim","Orange",2005,33.8579,-117.7513,159.48,119.38,39.79,35.27,22.01
"Anaheim","Orange",2006,33.8085,-117.9228,157.07,123.00,40.10,26.23,22.01
"Anaheim","Orange",2006,33.8186,-117.9729,157.07,123.00,40.10,26.23,22.01
"Anaheim","Orange",2006,33.8356,-117.8681,157.07,123.00,40.10,26.23,22.01
