"city","County","Year","Latitude","Longitude","HTD","CAN","STK","CLD","PNF"
"Stockton","San Joaquin",2010,38.01,-121.3698,209.80,189.23,47.65,45.94,19.88
"Stockton","San Joaquin",2010,38.025,-121.2972,209.80,189.23,47.65,45.94,19.88
"Stockton","San Joaquin",2010,38.0315,-121.2589,209.80,189.23,47.65,45.94,19.88
"Stockton","San Joaquin",2010,38.0377,-121.3445,209.80,189.23,47.65,45.94,19.88
"Stockton","San Joaquin",2011,37.9177,-121.3123,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2011,37.9532,-121.3116,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2011,37.9551,-121.2041,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2011,37.9606,-121.2871,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2011,37.9625,-121.2624,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2011,37.9743,-121.3154,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2011,38.0024,-121.3238,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2011,38.01,-121.3698,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2011,38.025,-121.2972,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2011,38.0315,-121.2589,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2011,38.0377,-121.3445,177.63,200.40,53.46,48.98,72.09
"Stockton","San Joaquin",2012,37.9177,-121.3123,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2012,37.9532,-121.3116,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2012,37.9551,-121.2041,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2012,37.9606,-121.2871,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2012,37.9625,-121.2624,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2012,37.9743,-121.3154,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2012,38.0024,-121.3238,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2012,38.01,-121.3698,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2012,38.025,-121.2972,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2012,38.0315,-121.2589,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2012,38.0377,-121.3445,221.38,204.27,52.35,52.35,47.22
"Stockton","San Joaquin",2013,37.9054,-121.2222,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,37.9177,-121.3123,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,37.9304,-121.436,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,37.9532,-121.3116,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,37.9551,-121.2041,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,37.9606,-121.2871,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,37.9625,-121.2624,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,37.9743,-121.3154,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,37.9809,-121.311,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,38.0003,-121.3174,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,38.0024,-121.3238,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,38.01,-121.3698,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,38.025,-121.2972,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,38.0315,-121.2589,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2013,38.0377,-121.3445,185.80,206.52,61.82,49.59,26.49
"Stockton","San Joaquin",2014,37.9054,-121.2222,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,37.9177,-121.3123,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,37.9304,-121.436,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,37.9532,-121.3116,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,37.9551,-121.2041,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,37.958,-121.2876,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,37.9606,-121.2871,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,37.9625,-121.2624,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,37.9743,-121.3154,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,38.0024,-121.3238,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,38.01,-121.3698,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,38.025,-121.2972,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,38.0315,-121.2589,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2014,38.0377,-121.3445,202.21,192.78,52.15,57.20,26.58
"Stockton","San Joaquin",2015,37.9054,-121.2222,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,37.9177,-121.3123,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,37.9304,-121.436,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,37.9532,-121.3116,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,37.9551,-121.2041,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,37.958,-121.2876,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,37.9606,-121.2871,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,37.9625,-121.2624,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,37.9743,-121.3154,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,38.0024,-121.3238,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,38.0025,-121.324,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,38.01,-121.3698,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,38.0187,-121.3225,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,38.025,-121.2972,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,38.0315,-121.2589,224.88,199.85,59.39,55.72,22.69
"Stockton","San Joaquin",2015,38.0377,-121.3445,224.88,199.85,59.39,55.72,22.69
"Stratford","Kings",2001,36.179,-119.8236,316.46,158.23,79.11,79.11,0.00
"Stratford","Kings",2002,36.179,-119.8236,158.23,79.11,0.00,0.00,0.00
"Stratford","Kings",2003,36.179,-119.8236,316.46,237.34,79.11,79.11,0.00
"Stratford","Kings",2004,36.179,-119.8236,316.46,79.11,0.00,79.11,0.00
"Stratford","Kings",2005,36.179,-119.8236,164.61,164.61,0.00,0.00,0.00
"Stratford","Kings",2006,36.179,-119.8236,493.83,164.61,0.00,82.30,0.00
"Stratford","Kings",2007,36.179,-119.8236,82.30,0.00,0.00,0.00,0.00
"Stratford","Kings",2008,36.179,-119.8236,0.00,0.00,0.00,82.30,0.00
"Stratford","Kings",2009,36.179,-119.8236,329.22,0.00,0.00,82.30,82.30
"Stratford","Kings",2010,36.179,-119.8236,78.31,234.93,78.31,0.00,0.00
"Stratford","Kings",2011,36.179,-119.8236,278.55,69.64,69.64,0.00,0.00
"Stratford","Kings",2012,36.179,-119.8236,160.51,160.51,160.51,0.00,0.00
"Stratford","Kings",2013,36.179,-119.8236,379.65,75.93,0.00,75.93,0.00
"Stratford","Kings",2014,36.179,-119.8236,76.86,0.00,76.86,0.00,153.73
"Stratford","Kings",2015,36.179,-119.8236,98.04,392.16,0.00,98.04,98.04
"Strathmore","Tulare",2000,36.1472,-119.0792,232.20,309.60,0.00,0.00,193.50
"Strathmore","Tulare",2001,36.1472,-119.0792,387.00,348.30,116.10,38.70,38.70
"Strathmore","Tulare",2002,36.1472,-119.0792,425.70,387.00,38.70,116.10,38.70
"Strathmore","Tulare",2003,36.1472,-119.0792,387.00,232.20,193.50,116.10,77.40
"Strathmore","Tulare",2004,36.1472,-119.0792,348.30,193.50,38.70,77.40,38.70
"Strathmore","Tulare",2005,36.1472,-119.0792,467.69,425.17,297.62,42.52,0.00
"Strathmore","Tulare",2006,36.1472,-119.0792,510.20,255.10,42.52,0.00,85.03
"Strathmore","Tulare",2007,36.1472,-119.0792,297.62,552.72,170.07,42.52,42.52
"Strathmore","Tulare",2008,36.1472,-119.0792,382.65,510.20,42.52,85.03,0.00
"Strathmore","Tulare",2009,36.1472,-119.0792,212.59,297.62,212.59,85.03,42.52
"Strathmore","Tulare",2010,36.1472,-119.0792,319.26,212.84,141.89,177.37,0.00
"Strathmore","Tulare",2011,36.1472,-119.0792,372.54,159.66,79.83,106.44,26.61
"Strathmore","Tulare",2012,36.1472,-119.0792,169.11,310.03,169.11,28.18,169.11
"Strathmore","Tulare",2013,36.1472,-119.0792,220.20,137.63,55.05,82.58,27.53
"Strathmore","Tulare",2014,36.1472,-119.0792,137.89,137.89,55.16,110.31,55.16
"Strathmore","Tulare",2015,36.1472,-119.0792,410.96,136.99,0.00,102.74,0.00
"Strawberry","Tuolumne",2013,38.2042,-120.0101,0.00,17.01,0.00,0.00,0.00
"Strawberry","Tuolumne",2015,38.2042,-120.0101,0.00,0.00,0.00,0.00,0.00
"Suisun City","Solano",2000,38.2408,-122.042,122.52,149.32,53.60,22.97,15.32
"Suisun City","Solano",2001,38.2408,-122.042,214.41,225.90,57.43,45.95,26.80
"Suisun City","Solano",2002,38.2408,-122.042,183.78,183.78,26.80,26.80,7.66
"Suisun City","Solano",2003,38.2408,-122.042,122.52,122.52,34.46,22.97,45.95
"Suisun City","Solano",2004,38.2408,-122.042,118.69,118.69,22.97,34.46,19.14
"Suisun City","Solano",2005,38.2408,-122.042,108.46,153.35,22.44,29.92,18.70
"Suisun City","Solano",2006,38.2408,-122.042,97.24,108.46,14.96,33.66,11.22
"Suisun City","Solano",2007,38.2408,-122.042,108.46,112.20,26.18,48.62,11.22
"Suisun City","Solano",2008,38.2408,-122.042,115.94,138.39,29.92,26.18,11.22
"Suisun City","Solano",2009,38.2408,-122.042,71.06,149.61,26.18,33.66,0.00
"Suisun City","Solano",2010,38.2408,-122.042,81.82,113.83,32.02,17.79,14.23
"Suisun City","Solano",2011,38.2408,-122.042,86.02,118.28,10.75,28.67,32.26
"Suisun City","Solano",2012,38.2408,-122.042,85.26,131.44,31.97,21.31,14.21
"Suisun City","Solano",2013,38.2408,-122.042,112.87,151.68,31.75,38.80,7.05
"Suisun City","Solano",2014,38.2408,-122.042,62.88,139.73,31.44,24.45,10.48
"Suisun City","Solano",2015,38.2408,-122.042,145.49,131.64,17.32,20.78,10.39
"Summerland","Santa Barbara",2000,34.4214,-119.5965,129.45,64.72,0.00,0.00,0.00
"Summerland","Santa Barbara",2001,34.4214,-119.5965,0.00,129.45,0.00,0.00,0.00
"Summerland","Santa Barbara",2002,34.4214,-119.5965,258.90,129.45,64.72,0.00,0.00
"Summerland","Santa Barbara",2003,34.4214,-119.5965,129.45,258.90,64.72,0.00,0.00
"Summerland","Santa Barbara",2004,34.4214,-119.5965,0.00,323.62,0.00,0.00,64.72
"Summerland","Santa Barbara",2005,34.4214,-119.5965,78.19,156.37,0.00,78.19,0.00
"Summerland","Santa Barbara",2006,34.4214,-119.5965,78.19,312.74,0.00,78.19,0.00
"Summerland","Santa Barbara",2007,34.4214,-119.5965,156.37,234.56,0.00,78.19,0.00
"Summerland","Santa Barbara",2008,34.4214,-119.5965,78.19,234.56,78.19,78.19,0.00
"Summerland","Santa Barbara",2009,34.4214,-119.5965,312.74,156.37,0.00,0.00,0.00
"Summerland","Santa Barbara",2011,34.4214,-119.5965,144.82,72.41,0.00,0.00,0.00
"Summerland","Santa Barbara",2013,34.4214,-119.5965,79.68,318.73,79.68,79.68,0.00
"Summerland","Santa Barbara",2014,34.4214,-119.5965,253.97,317.46,0.00,0.00,0.00
"Summerland","Santa Barbara",2015,34.4214,-119.5965,132.89,66.45,0.00,0.00,0.00
"Sunnyvale","Santa Clara",2000,37.3502,-122.0349,145.72,130.54,35.67,36.43,23.53
"Sunnyvale","Santa Clara",2000,37.3764,-122.0238,145.72,130.54,35.67,36.43,23.53
"Sunnyvale","Santa Clara",2000,37.3886,-122.0177,145.72,130.54,35.67,36.43,23.53
"Sunnyvale","Santa Clara",2000,37.3983,-122.0006,145.72,130.54,35.67,36.43,23.53
"Sunnyvale","Santa Clara",2001,37.3502,-122.0349,148.00,141.17,50.09,34.15,19.73
"Sunnyvale","Santa Clara",2001,37.3764,-122.0238,148.00,141.17,50.09,34.15,19.73
"Sunnyvale","Santa Clara",2001,37.3886,-122.0177,148.00,141.17,50.09,34.15,19.73
"Sunnyvale","Santa Clara",2001,37.3983,-122.0006,148.00,141.17,50.09,34.15,19.73
"Sunnyvale","Santa Clara",2002,37.3502,-122.0349,158.62,148.00,31.88,31.88,19.73
"Sunnyvale","Santa Clara",2002,37.3764,-122.0238,158.62,148.00,31.88,31.88,19.73
"Sunnyvale","Santa Clara",2002,37.3886,-122.0177,158.62,148.00,31.88,31.88,19.73
"Sunnyvale","Santa Clara",2002,37.3983,-122.0006,158.62,148.00,31.88,31.88,19.73
"Sunnyvale","Santa Clara",2003,37.3502,-122.0349,123.71,124.47,27.32,26.56,18.97
"Sunnyvale","Santa Clara",2003,37.3764,-122.0238,123.71,124.47,27.32,26.56,18.97
"Sunnyvale","Santa Clara",2003,37.3886,-122.0177,123.71,124.47,27.32,26.56,18.97
"Sunnyvale","Santa Clara",2003,37.3983,-122.0006,123.71,124.47,27.32,26.56,18.97
"Sunnyvale","Santa Clara",2004,37.3502,-122.0349,156.34,146.48,30.36,23.53,12.90
"Sunnyvale","Santa Clara",2004,37.3764,-122.0238,156.34,146.48,30.36,23.53,12.90
"Sunnyvale","Santa Clara",2004,37.3886,-122.0177,156.34,146.48,30.36,23.53,12.90
"Sunnyvale","Santa Clara",2004,37.3983,-122.0006,156.34,146.48,30.36,23.53,12.90
"Sunnyvale","Santa Clara",2005,37.3502,-122.0349,135.12,137.42,36.08,29.17,26.10
"Sunnyvale","Santa Clara",2005,37.3764,-122.0238,135.12,137.42,36.08,29.17,26.10
"Sunnyvale","Santa Clara",2005,37.3886,-122.0177,135.12,137.42,36.08,29.17,26.10
"Sunnyvale","Santa Clara",2005,37.3983,-122.0006,135.12,137.42,36.08,29.17,26.10
"Sunnyvale","Santa Clara",2006,37.3502,-122.0349,135.12,149.71,35.32,23.80,22.26
"Sunnyvale","Santa Clara",2006,37.3764,-122.0238,135.12,149.71,35.32,23.80,22.26
"Sunnyvale","Santa Clara",2006,37.3886,-122.0177,135.12,149.71,35.32,23.80,22.26
"Sunnyvale","Santa Clara",2006,37.3983,-122.0006,135.12,149.71,35.32,23.80,22.26
"Sunnyvale","Santa Clara",2007,37.3502,-122.0349,144.33,130.51,33.78,32.24,23.03
"Sunnyvale","Santa Clara",2007,37.3764,-122.0238,144.33,130.51,33.78,32.24,23.03
"Sunnyvale","Santa Clara",2007,37.3886,-122.0177,144.33,130.51,33.78,32.24,23.03
"Sunnyvale","Santa Clara",2007,37.3983,-122.0006,144.33,130.51,33.78,32.24,23.03
"Sunnyvale","Santa Clara",2008,37.3502,-122.0349,128.98,152.01,24.57,26.10,14.59
"Sunnyvale","Santa Clara",2008,37.3764,-122.0238,128.98,152.01,24.57,26.10,14.59
"Sunnyvale","Santa Clara",2008,37.3886,-122.0177,128.98,152.01,24.57,26.10,14.59
"Sunnyvale","Santa Clara",2008,37.3983,-122.0006,128.98,152.01,24.57,26.10,14.59
"Sunnyvale","Santa Clara",2009,37.3502,-122.0349,139.72,138.19,33.01,18.43,19.96
"Sunnyvale","Santa Clara",2009,37.3764,-122.0238,139.72,138.19,33.01,18.43,19.96
"Sunnyvale","Santa Clara",2009,37.3886,-122.0177,139.72,138.19,33.01,18.43,19.96
"Sunnyvale","Santa Clara",2009,37.3983,-122.0006,139.72,138.19,33.01,18.43,19.96
"Sunnyvale","Santa Clara",2010,37.3502,-122.0349,136.35,126.36,28.55,31.41,17.85
"Sunnyvale","Santa Clara",2010,37.3764,-122.0238,136.35,126.36,28.55,31.41,17.85
"Sunnyvale","Santa Clara",2010,37.3886,-122.0177,136.35,126.36,28.55,31.41,17.85
"Sunnyvale","Santa Clara",2010,37.3983,-122.0006,136.35,126.36,28.55,31.41,17.85
"Sunnyvale","Santa Clara",2011,37.3502,-122.0349,106.91,131.47,20.23,26.73,22.39
"Sunnyvale","Santa Clara",2011,37.3764,-122.0238,106.91,131.47,20.23,26.73,22.39
"Sunnyvale","Santa Clara",2011,37.3886,-122.0177,106.91,131.47,20.23,26.73,22.39
"Sunnyvale","Santa Clara",2011,37.3983,-122.0006,106.91,131.47,20.23,26.73,22.39
"Sunnyvale","Santa Clara",2012,37.3502,-122.0349,97.79,137.47,20.55,21.97,19.84
"Sunnyvale","Santa Clara",2012,37.3764,-122.0238,97.79,137.47,20.55,21.97,19.84
"Sunnyvale","Santa Clara",2012,37.3886,-122.0177,97.79,137.47,20.55,21.97,19.84
"Sunnyvale","Santa Clara",2012,37.3983,-122.0006,97.79,137.47,20.55,21.97,19.84
"Sunnyvale","Santa Clara",2013,37.3502,-122.0349,111.64,136.06,25.12,16.75,9.07
"Sunnyvale","Santa Clara",2013,37.3688,-122.0363,111.64,136.06,25.12,16.75,9.07
"Sunnyvale","Santa Clara",2013,37.3764,-122.0238,111.64,136.06,25.12,16.75,9.07
"Sunnyvale","Santa Clara",2013,37.3886,-122.0177,111.64,136.06,25.12,16.75,9.07
"Sunnyvale","Santa Clara",2013,37.3983,-122.0006,111.64,136.06,25.12,16.75,9.07
"Sunnyvale","Santa Clara",2014,37.3502,-122.0349,110.33,137.06,29.47,21.93,8.91
"Sunnyvale","Santa Clara",2014,37.3764,-122.0238,110.33,137.06,29.47,21.93,8.91
"Sunnyvale","Santa Clara",2014,37.3886,-122.0177,110.33,137.06,29.47,21.93,8.91
"Sunnyvale","Santa Clara",2014,37.3983,-122.0006,110.33,137.06,29.47,21.93,8.91
"Sunnyvale","Santa Clara",2015,37.3502,-122.0349,101.90,125.52,26.32,18.90,8.77
"Sunnyvale","Santa Clara",2015,37.3688,-122.0363,101.90,125.52,26.32,18.90,8.77
"Sunnyvale","Santa Clara",2015,37.3764,-122.0238,101.90,125.52,26.32,18.90,8.77
"Sunnyvale","Santa Clara",2015,37.3886,-122.0177,101.90,125.52,26.32,18.90,8.77
"Sunnyvale","Santa Clara",2015,37.3983,-122.0006,101.90,125.52,26.32,18.90,8.77
"Sunol","Alameda",2000,37.6094,-121.8986,225.23,150.15,0.00,0.00,0.00
"Sunol","Alameda",2001,37.6094,-121.8986,0.00,150.15,0.00,0.00,0.00
"Sunol","Alameda",2002,37.6094,-121.8986,150.15,75.08,75.08,0.00,75.08
"Sunol","Alameda",2003,37.6094,-121.8986,225.23,150.15,0.00,0.00,0.00
"Sunol","Alameda",2004,37.6094,-121.8986,150.15,150.15,75.08,0.00,0.00
"Sunol","Alameda",2005,37.6094,-121.8986,358.42,119.47,0.00,119.47,0.00
"Sunol","Alameda",2006,37.6094,-121.8986,597.37,238.95,119.47,0.00,0.00
"Sunol","Alameda",2007,37.6094,-121.8986,0.00,119.47,0.00,119.47,0.00
"Sunol","Alameda",2008,37.6094,-121.8986,119.47,119.47,119.47,119.47,0.00
"Sunol","Alameda",2009,37.6094,-121.8986,358.42,119.47,0.00,0.00,0.00
"Sunol","Alameda",2010,37.6094,-121.8986,219.06,438.12,0.00,109.53,0.00
"Sunol","Alameda",2012,37.6094,-121.8986,241.55,362.32,0.00,0.00,0.00
"Sunol","Alameda",2013,37.6094,-121.8986,238.38,357.57,0.00,0.00,0.00
"Sunol","Alameda",2014,37.6094,-121.8986,0.00,104.60,104.60,104.60,0.00
"Sunol","Alameda",2015,37.6094,-121.8986,0.00,609.14,0.00,101.52,0.00
"Susanville","Lassen",2000,40.3983,-120.6464,155.08,147.70,22.15,44.31,36.92
"Susanville","Lassen",2001,40.3983,-120.6464,280.63,155.08,88.62,59.08,14.77
"Susanville","Lassen",2002,40.3983,-120.6464,273.24,214.16,44.31,22.15,14.77
"Susanville","Lassen",2003,40.3983,-120.6464,103.39,81.23,22.15,51.69,29.54
"Susanville","Lassen",2004,40.3983,-120.6464,199.39,177.24,36.92,59.08,29.54
"Susanville","Lassen",2005,40.3983,-120.6464,194.14,131.33,45.68,39.97,11.42
"Susanville","Lassen",2006,40.3983,-120.6464,114.20,154.17,28.55,17.13,5.71
"Susanville","Lassen",2007,40.3983,-120.6464,91.36,91.36,39.97,34.26,5.71
"Susanville","Lassen",2008,40.3983,-120.6464,154.17,85.65,28.55,68.52,5.71
"Susanville","Lassen",2009,40.3983,-120.6464,159.88,154.17,34.26,51.39,5.71
"Susanville","Lassen",2010,40.3983,-120.6464,122.58,161.59,16.72,22.29,33.43
"Susanville","Lassen",2011,40.3983,-120.6464,118.46,124.10,22.56,33.84,39.49
"Susanville","Lassen",2011,40.4163,-120.653,118.46,124.10,22.56,33.84,39.49
"Susanville","Lassen",2012,40.3983,-120.6464,138.06,126.55,23.01,11.50,40.27
"Susanville","Lassen",2013,40.3983,-120.6464,194.11,141.17,29.41,35.29,17.65
"Susanville","Lassen",2013,40.4163,-120.653,194.11,141.17,29.41,35.29,17.65
"Susanville","Lassen",2014,40.3983,-120.6464,139.08,133.04,24.19,42.33,30.24
"Susanville","Lassen",2015,40.3983,-120.6464,162.01,124.63,6.23,18.69,12.46
"Sutter","Sutter",2000,39.1779,-121.7758,311.96,173.31,0.00,103.99,0.00
"Sutter","Sutter",2001,39.1779,-121.7758,69.32,103.99,34.66,103.99,0.00
"Sutter","Sutter",2002,39.1779,-121.7758,103.99,173.31,69.32,138.65,69.32
"Sutter","Sutter",2003,39.1779,-121.7758,277.30,103.99,34.66,69.32,34.66
"Sutter","Sutter",2004,39.1779,-121.7758,277.30,138.65,69.32,34.66,0.00
"Sutter","Sutter",2005,39.1779,-121.7758,260.59,228.01,0.00,162.87,0.00
"Sutter","Sutter",2006,39.1779,-121.7758,260.59,130.29,32.57,32.57,0.00
"Sutter","Sutter",2007,39.1779,-121.7758,162.87,293.16,0.00,0.00,65.15
"Sutter","Sutter",2008,39.1779,-121.7758,260.59,293.16,32.57,32.57,32.57
"Sutter","Sutter",2009,39.1779,-121.7758,293.16,162.87,32.57,162.87,32.57
"Sutter","Sutter",2010,39.1779,-121.7758,413.22,206.61,68.87,34.44,0.00
"Sutter","Sutter",2011,39.1779,-121.7758,276.63,138.31,0.00,138.31,34.58
"Sutter","Sutter",2012,39.1779,-121.7758,215.21,179.34,35.87,71.74,0.00
"Sutter","Sutter",2013,39.1779,-121.7758,455.02,105.01,105.01,105.01,0.00
"Sutter","Sutter",2014,39.1779,-121.7758,202.77,304.16,67.59,0.00,33.80
"Sutter","Sutter",2015,39.1779,-121.7758,156.49,281.69,0.00,31.30,0.00
"Sutter Creek","Amador",2000,38.4175,-120.7951,825.01,521.06,173.69,217.11,130.26
"Sutter Creek","Amador",2001,38.4175,-120.7951,607.90,521.06,303.95,43.42,86.84
"Sutter Creek","Amador",2002,38.4175,-120.7951,651.32,694.75,130.26,86.84,130.26
"Sutter Creek","Amador",2003,38.4175,-120.7951,347.37,694.75,130.26,130.26,0.00
"Sutter Creek","Amador",2004,38.4175,-120.7951,477.64,607.90,86.84,173.69,130.26
"Sutter Creek","Amador",2005,38.4175,-120.7951,448.10,448.10,112.02,112.02,37.34
"Sutter Creek","Amador",2006,38.4175,-120.7951,485.44,410.75,74.68,149.37,74.68
"Sutter Creek","Amador",2007,38.4175,-120.7951,298.73,485.44,149.37,74.68,112.02
"Sutter Creek","Amador",2008,38.4175,-120.7951,560.12,410.75,112.02,149.37,37.34
"Sutter Creek","Amador",2009,38.4175,-120.7951,261.39,186.71,112.02,112.02,37.34
"Sutter Creek","Amador",2010,38.4175,-120.7951,679.73,799.68,199.92,159.94,79.97
"Sutter Creek","Amador",2011,38.4175,-120.7951,600.72,520.62,120.14,160.19,120.14
"Sutter Creek","Amador",2012,38.4175,-120.7951,813.67,732.30,162.73,81.37,81.37
"Sutter Creek","Amador",2013,38.4175,-120.7951,629.92,511.81,157.48,157.48,118.11
"Sutter Creek","Amador",2014,38.4175,-120.7951,704.54,440.33,88.07,176.13,0.00
"Sutter Creek","Amador",2015,38.4175,-120.7951,864.14,720.12,0.00,96.02,144.02
"Taft","Kern",2000,35.1482,-119.4557,765.63,484.38,250.00,203.13,46.88
"Taft","Kern",2001,35.1482,-119.4557,734.38,484.38,171.88,203.13,31.25
"Taft","Kern",2002,35.1482,-119.4557,859.38,625.00,109.38,125.00,78.13
"Taft","Kern",2003,35.1482,-119.4557,718.75,531.25,140.63,218.75,78.13
"Taft","Kern",2004,35.1482,-119.4557,781.25,500.00,203.13,234.38,46.88
"Taft","Kern",2005,35.1482,-119.4557,552.30,353.47,99.41,254.06,33.14
"Taft","Kern",2006,35.1482,-119.4557,463.93,364.52,77.32,121.51,55.23
"Taft","Kern",2007,35.1482,-119.4557,386.61,298.24,66.28,198.83,66.28
"Taft","Kern",2008,35.1482,-119.4557,430.80,342.43,77.32,243.01,22.09
"Taft","Kern",2009,35.1482,-119.4557,419.75,276.15,99.41,132.55,55.23
"Taft","Kern",2010,35.1482,-119.4557,407.42,364.53,64.33,150.10,42.89
"Taft","Kern",2011,35.1482,-119.4557,318.71,265.59,53.12,159.35,127.48
"Taft","Kern",2012,35.1482,-119.4557,302.25,259.07,53.97,97.15,43.18
"Taft","Kern",2013,35.1482,-119.4557,391.64,359.01,76.15,152.31,10.88
"Taft","Kern",2014,35.1482,-119.4557,364.12,342.05,44.14,154.47,33.10
"Taft","Kern",2015,35.1482,-119.4557,361.45,295.73,76.67,142.39,32.86
"Tahoe Vista","Placer",2000,39.2448,-120.0521,59.95,0.00,59.95,59.95,0.00
"Tahoe Vista","Placer",2001,39.2448,-120.0521,119.90,0.00,59.95,0.00,0.00
"Tahoe Vista","Placer",2005,39.2448,-120.0521,61.50,61.50,61.50,61.50,0.00
"Tahoe Vista","Placer",2008,39.2448,-120.0521,61.50,0.00,123.00,0.00,0.00
"Tahoe Vista","Placer",2012,39.2448,-120.0521,78.43,78.43,0.00,0.00,78.43
"Tahoe Vista","Placer",2013,39.2448,-120.0521,66.67,0.00,0.00,0.00,0.00
"Tahoe Vista","Placer",2014,39.2448,-120.0521,0.00,75.08,0.00,0.00,0.00
"Tahoe Vista","Placer",2015,39.2448,-120.0521,73.15,73.15,0.00,0.00,0.00
"Taylorsville","Plumas",2002,40.0357,-120.7353,1298.70,1298.70,0.00,0.00,0.00
"Taylorsville","Plumas",2003,40.0357,-120.7353,1948.05,0.00,649.35,0.00,649.35
"Taylorsville","Plumas",2006,40.0357,-120.7353,0.00,2702.70,0.00,0.00,900.90
"Taylorsville","Plumas",2010,40.0357,-120.7353,714.29,714.29,714.29,714.29,0.00
"Taylorsville","Plumas",2012,40.0357,-120.7353,0.00,2479.34,0.00,826.45,826.45
"Taylorsville","Plumas",2013,40.0357,-120.7353,591.72,1775.15,591.72,0.00,0.00
"Taylorsville","Plumas",2014,40.0357,-120.7353,0.00,0.00,540.54,0.00,0.00
"Taylorsville","Plumas",2015,40.0357,-120.7353,0.00,0.00,0.00,315.46,0.00
"Tecopa","Inyo",2013,35.9021,-116.1544,0.00,0.00,0.00,0.00,0.00
